Date,State,Vehicle_Category,EV_Sales_Quantity
2021-05-04,Odisha,Bus,0
2021-05-04,Odisha,Others,4
2021-05-04,Puducherry,2-Wheelers,64
2021-05-04,Puducherry,3-Wheelers,21
2021-05-04,Puducherry,4-Wheelers,11
2021-05-04,Puducherry,Bus,0
2021-05-04,Puducherry,Others,0
2021-05-04,Punjab,2-Wheelers,0
2021-05-04,Punjab,3-Wheelers,9
2021-05-04,Punjab,4-Wheelers,15
2021-05-04,Punjab,Bus,2
2021-05-04,Punjab,Others,0
2021-05-04,Rajasthan,2-Wheelers,53
2021-05-04,Rajasthan,3-Wheelers,23
2021-05-04,Rajasthan,4-Wheelers,10
2021-05-04,Rajasthan,Bus,1
2021-05-04,Rajasthan,Others,4
2021-05-04,Sikkim,2-Wheelers,71
2021-05-04,Sikkim,3-Wheelers,0
2021-05-04,Sikkim,4-Wheelers,0
2021-05-04,Sikkim,Bus,1
2021-05-04,Sikkim,Others,7
2021-05-04,Tamil Nadu,2-Wheelers,88
2021-05-04,Tamil Nadu,3-Wheelers,15
2021-05-04,Tamil Nadu,4-Wheelers,12
2021-05-04,Tamil Nadu,Bus,4
2021-05-04,Tamil Nadu,Others,9
2021-05-04,Telangana,2-Wheelers,0
2021-05-04,Telangana,3-Wheelers,0
2021-05-04,Telangana,4-Wheelers,13
2021-05-04,Telangana,Bus,0
2021-05-04,Telangana,Others,0
2021-05-04,Tripura,2-Wheelers,48
2021-05-04,Tripura,3-Wheelers,0
2021-05-04,Tripura,4-Wheelers,10
2021-05-04,Tripura,Bus,1
2021-05-04,Tripura,Others,3
2021-05-04,Uttar Pradesh,2-Wheelers,98
2021-05-04,Uttar Pradesh,3-Wheelers,26
2021-05-04,Uttar Pradesh,4-Wheelers,17
2021-05-04,Uttar Pradesh,Bus,0
2021-05-04,Uttar Pradesh,Others,7
2021-05-04,Uttarakhand,2-Wheelers,50
2021-05-04,Uttarakhand,3-Wheelers,9
2021-05-04,Uttarakhand,4-Wheelers,12
2021-05-04,Uttarakhand,Bus,0
2021-05-04,Uttarakhand,Others,0
2021-05-04,West Bengal,2-Wheelers,76
2021-05-04,West Bengal,3-Wheelers,13
2021-05-04,West Bengal,4-Wheelers,7
2021-05-04,West Bengal,Bus,1
2021-05-04,West Bengal,Others,0
2021-05-05,Andhra Pradesh,2-Wheelers,69
2021-05-05,Andhra Pradesh,3-Wheelers,18
2021-05-05,Andhra Pradesh,4-Wheelers,8
2021-05-05,Andhra Pradesh,Bus,1
2021-05-05,Andhra Pradesh,Others,0
2021-05-05,Arunachal Pradesh,2-Wheelers,53
2021-05-05,Arunachal Pradesh,3-Wheelers,20
2021-05-05,Arunachal Pradesh,4-Wheelers,10
2021-05-05,Arunachal Pradesh,Bus,2
2021-05-05,Arunachal Pradesh,Others,4
2021-05-05,Assam,2-Wheelers,60
2021-05-05,Assam,3-Wheelers,23
2021-05-05,Assam,4-Wheelers,9
2021-05-05,Assam,Bus,2
2021-05-05,Assam,Others,4
2021-05-05,Bihar,2-Wheelers,32
2021-05-05,Bihar,3-Wheelers,15
2021-05-05,Bihar,4-Wheelers,0
2021-05-05,Bihar,Bus,0
2021-05-05,Bihar,Others,3
2021-05-05,Chandigarh,2-Wheelers,38
2021-05-05,Chandigarh,3-Wheelers,13
2021-05-05,Chandigarh,4-Wheelers,0
2021-05-05,Chandigarh,Bus,0
2021-05-05,Chandigarh,Others,2
2021-05-05,Chhattisgarh,2-Wheelers,51
2021-05-05,Chhattisgarh,3-Wheelers,16
2021-05-05,Chhattisgarh,4-Wheelers,11
2021-05-05,Chhattisgarh,Bus,0
2021-05-05,Chhattisgarh,Others,5
2021-05-05,Delhi,2-Wheelers,37
2021-05-05,Delhi,3-Wheelers,0
2021-05-05,Delhi,4-Wheelers,0
2021-05-05,Delhi,Bus,0
2021-05-05,Delhi,Others,8
2021-05-05,Goa,2-Wheelers,37
2021-05-05,Goa,3-Wheelers,12
2021-05-05,Goa,4-Wheelers,12
2021-05-05,Goa,Bus,3
2021-05-05,Goa,Others,5
2021-05-05,Gujarat,2-Wheelers,118
2021-05-05,Gujarat,3-Wheelers,27
2021-05-05,Gujarat,4-Wheelers,0
2021-05-05,Gujarat,Bus,2
2021-05-05,Gujarat,Others,7
2021-05-05,Haryana,2-Wheelers,71
2021-05-05,Haryana,3-Wheelers,0
2021-05-05,Haryana,4-Wheelers,15
2021-05-05,Haryana,Bus,0
2021-05-05,Haryana,Others,0
2021-05-05,Himachal Pradesh,2-Wheelers,74
2021-05-05,Himachal Pradesh,3-Wheelers,14
2021-05-05,Himachal Pradesh,4-Wheelers,0
2021-05-05,Himachal Pradesh,Bus,2
2021-05-05,Himachal Pradesh,Others,0
2021-05-05,Jharkhand,2-Wheelers,0
2021-05-05,Jharkhand,3-Wheelers,23
2021-05-05,Jharkhand,4-Wheelers,9
2021-05-05,Jharkhand,Bus,1
2021-05-05,Jharkhand,Others,3
2021-05-05,Karnataka,2-Wheelers,129
2021-05-05,Karnataka,3-Wheelers,29
2021-05-05,Karnataka,4-Wheelers,0
2021-05-05,Karnataka,Bus,3
2021-05-05,Karnataka,Others,7
2021-05-05,Kerala,2-Wheelers,0
2021-05-05,Kerala,3-Wheelers,22
2021-05-05,Kerala,4-Wheelers,0
2021-05-05,Kerala,Bus,1
2021-05-05,Kerala,Others,0
2021-05-05,Madhya Pradesh,2-Wheelers,0
2021-05-05,Madhya Pradesh,3-Wheelers,14
2021-05-05,Madhya Pradesh,4-Wheelers,9
2021-05-05,Madhya Pradesh,Bus,2
2021-05-05,Madhya Pradesh,Others,7
2021-05-05,Maharashtra,2-Wheelers,0
2021-05-05,Maharashtra,3-Wheelers,40
2021-05-05,Maharashtra,4-Wheelers,14
2021-05-05,Maharashtra,Bus,3
2021-05-05,Maharashtra,Others,0
2021-05-05,Manipur,2-Wheelers,70
2021-05-05,Manipur,3-Wheelers,16
2021-05-05,Manipur,4-Wheelers,9
2021-05-05,Manipur,Bus,0
2021-05-05,Manipur,Others,5
2021-05-05,Meghalaya,2-Wheelers,0
2021-05-05,Meghalaya,3-Wheelers,15
2021-05-05,Meghalaya,4-Wheelers,0
2021-05-05,Meghalaya,Bus,1
2021-05-05,Meghalaya,Others,0
2021-05-05,Mizoram,2-Wheelers,28
2021-05-05,Mizoram,3-Wheelers,0
2021-05-05,Mizoram,4-Wheelers,11
2021-05-05,Mizoram,Bus,2
2021-05-05,Mizoram,Others,3
2021-05-05,Nagaland,2-Wheelers,0
2021-05-05,Nagaland,3-Wheelers,13
2021-05-05,Nagaland,4-Wheelers,9
2021-05-05,Nagaland,Bus,1
2021-05-05,Nagaland,Others,0
2021-05-05,Odisha,2-Wheelers,65
2021-05-05,Odisha,3-Wheelers,14
2021-05-05,Odisha,4-Wheelers,12
2021-05-05,Odisha,Bus,1
2021-05-05,Odisha,Others,6
2021-05-05,Puducherry,2-Wheelers,37
2021-05-05,Puducherry,3-Wheelers,0
2021-05-05,Puducherry,4-Wheelers,0
2021-05-05,Puducherry,Bus,1
2021-05-05,Puducherry,Others,7
2021-05-05,Punjab,2-Wheelers,68
2021-05-05,Punjab,3-Wheelers,0
2021-05-05,Punjab,4-Wheelers,14
2021-05-05,Punjab,Bus,2
2021-05-05,Punjab,Others,0
2021-05-05,Rajasthan,2-Wheelers,60
2021-05-05,Rajasthan,3-Wheelers,16
2021-05-05,Rajasthan,4-Wheelers,0
2021-05-05,Rajasthan,Bus,1
2021-05-05,Rajasthan,Others,6
2021-05-05,Sikkim,2-Wheelers,49
2021-05-05,Sikkim,3-Wheelers,22
2021-05-05,Sikkim,4-Wheelers,11
2021-05-05,Sikkim,Bus,2
2021-05-05,Sikkim,Others,4
2021-05-05,Tamil Nadu,2-Wheelers,83
2021-05-05,Tamil Nadu,3-Wheelers,0
2021-05-05,Tamil Nadu,4-Wheelers,25
2021-05-05,Tamil Nadu,Bus,4
2021-05-05,Tamil Nadu,Others,6
2021-05-05,Telangana,2-Wheelers,32
2021-05-05,Telangana,3-Wheelers,18
2021-05-05,Telangana,4-Wheelers,0
2021-05-05,Telangana,Bus,2
2021-05-05,Telangana,Others,0
2021-05-05,Tripura,2-Wheelers,37
2021-05-05,Tripura,3-Wheelers,15
2021-05-05,Tripura,4-Wheelers,13
2021-05-05,Tripura,Bus,2
2021-05-05,Tripura,Others,7
2021-05-05,Uttar Pradesh,2-Wheelers,55
2021-05-05,Uttar Pradesh,3-Wheelers,13
2021-05-05,Uttar Pradesh,4-Wheelers,0
2021-05-05,Uttar Pradesh,Bus,1
2021-05-05,Uttar Pradesh,Others,5
2021-05-05,Uttarakhand,2-Wheelers,79
2021-05-05,Uttarakhand,3-Wheelers,0
2021-05-05,Uttarakhand,4-Wheelers,15
2021-05-05,Uttarakhand,Bus,2
2021-05-05,Uttarakhand,Others,0
2021-05-05,West Bengal,2-Wheelers,75
2021-05-05,West Bengal,3-Wheelers,19
2021-05-05,West Bengal,4-Wheelers,0
2021-05-05,West Bengal,Bus,2
2021-05-05,West Bengal,Others,3
2021-05-06,Andhra Pradesh,2-Wheelers,65
2021-05-06,Andhra Pradesh,3-Wheelers,19
2021-05-06,Andhra Pradesh,4-Wheelers,0
2021-05-06,Andhra Pradesh,Bus,1
2021-05-06,Andhra Pradesh,Others,3
2021-05-06,Arunachal Pradesh,2-Wheelers,0
2021-05-06,Arunachal Pradesh,3-Wheelers,20
2021-05-06,Arunachal Pradesh,4-Wheelers,12
2021-05-06,Arunachal Pradesh,Bus,1
2021-05-06,Arunachal Pradesh,Others,6
2021-05-06,Assam,2-Wheelers,65
2021-05-06,Assam,3-Wheelers,0
2021-05-06,Assam,4-Wheelers,12
2021-05-06,Assam,Bus,2
2021-05-06,Assam,Others,7
2021-05-06,Bihar,2-Wheelers,38
2021-05-06,Bihar,3-Wheelers,14
2021-05-06,Bihar,4-Wheelers,14
2021-05-06,Bihar,Bus,3
2021-05-06,Bihar,Others,4
2021-05-06,Chandigarh,2-Wheelers,58
2021-05-06,Chandigarh,3-Wheelers,0
2021-05-06,Chandigarh,4-Wheelers,12
2021-05-06,Chandigarh,Bus,0
2021-05-06,Chandigarh,Others,5
2021-05-06,Chhattisgarh,2-Wheelers,71
2021-05-06,Chhattisgarh,3-Wheelers,21
2021-05-06,Chhattisgarh,4-Wheelers,8
2021-05-06,Chhattisgarh,Bus,0
2021-05-06,Chhattisgarh,Others,0
2021-05-06,Delhi,2-Wheelers,65
2021-05-06,Delhi,3-Wheelers,23
2021-05-06,Delhi,4-Wheelers,7
2021-05-06,Delhi,Bus,3
2021-05-06,Delhi,Others,3
2021-05-06,Goa,2-Wheelers,57
2021-05-06,Goa,3-Wheelers,22
2021-05-06,Goa,4-Wheelers,0
2021-05-06,Goa,Bus,1
2021-05-06,Goa,Others,4
2021-05-06,Gujarat,2-Wheelers,113
2021-05-06,Gujarat,3-Wheelers,0
2021-05-06,Gujarat,4-Wheelers,22
2021-05-06,Gujarat,Bus,2
2021-05-06,Gujarat,Others,11
2021-05-06,Haryana,2-Wheelers,36
2021-05-06,Haryana,3-Wheelers,13
2021-05-06,Haryana,4-Wheelers,15
2021-05-06,Haryana,Bus,2
2021-05-06,Haryana,Others,5
2021-05-06,Himachal Pradesh,2-Wheelers,39
2021-05-06,Himachal Pradesh,3-Wheelers,12
2021-05-06,Himachal Pradesh,4-Wheelers,14
2021-05-06,Himachal Pradesh,Bus,2
2021-05-06,Himachal Pradesh,Others,0
2021-05-06,Jharkhand,2-Wheelers,0
2021-05-06,Jharkhand,3-Wheelers,20
2021-05-06,Jharkhand,4-Wheelers,14
2021-05-06,Jharkhand,Bus,2
2021-05-06,Jharkhand,Others,7
2021-05-06,Karnataka,2-Wheelers,128
2021-05-06,Karnataka,3-Wheelers,21
2021-05-06,Karnataka,4-Wheelers,18
2021-05-06,Karnataka,Bus,5
2021-05-06,Karnataka,Others,9
2021-05-06,Kerala,2-Wheelers,32
2021-05-06,Kerala,3-Wheelers,21
2021-05-06,Kerala,4-Wheelers,8
2021-05-06,Kerala,Bus,1
2021-05-06,Kerala,Others,5
2021-05-06,Madhya Pradesh,2-Wheelers,54
2021-05-06,Madhya Pradesh,3-Wheelers,16
2021-05-06,Madhya Pradesh,4-Wheelers,0
2021-05-06,Madhya Pradesh,Bus,3
2021-05-06,Madhya Pradesh,Others,6
2021-05-06,Maharashtra,2-Wheelers,72
2021-05-06,Maharashtra,3-Wheelers,32
2021-05-06,Maharashtra,4-Wheelers,24
2021-05-06,Maharashtra,Bus,3
2021-05-06,Maharashtra,Others,12
2021-05-06,Manipur,2-Wheelers,27
2021-05-06,Manipur,3-Wheelers,8
2021-05-06,Manipur,4-Wheelers,9
2021-05-06,Manipur,Bus,1
2021-05-06,Manipur,Others,4
2021-05-06,Meghalaya,2-Wheelers,77
2021-05-06,Meghalaya,3-Wheelers,0
2021-05-06,Meghalaya,4-Wheelers,5
2021-05-06,Meghalaya,Bus,2
2021-05-06,Meghalaya,Others,0
2021-05-06,Mizoram,2-Wheelers,64
2021-05-06,Mizoram,3-Wheelers,0
2021-05-06,Mizoram,4-Wheelers,5
2021-05-06,Mizoram,Bus,3
2021-05-06,Mizoram,Others,6
2021-05-06,Nagaland,2-Wheelers,39
2021-05-06,Nagaland,3-Wheelers,0
2021-05-06,Nagaland,4-Wheelers,0
2021-05-06,Nagaland,Bus,0
2021-05-06,Nagaland,Others,7
2021-05-06,Odisha,2-Wheelers,79
2021-05-06,Odisha,3-Wheelers,20
2021-05-06,Odisha,4-Wheelers,11
2021-05-06,Odisha,Bus,1
2021-05-06,Odisha,Others,6
2021-05-06,Puducherry,2-Wheelers,70
2021-05-06,Puducherry,3-Wheelers,0
2021-05-06,Puducherry,4-Wheelers,9
2021-05-06,Puducherry,Bus,0
2021-05-06,Puducherry,Others,0
2021-05-06,Punjab,2-Wheelers,75
2021-05-06,Punjab,3-Wheelers,0
2021-05-06,Punjab,4-Wheelers,15
2021-05-06,Punjab,Bus,0
2021-05-06,Punjab,Others,5
2021-05-06,Rajasthan,2-Wheelers,0
2021-05-06,Rajasthan,3-Wheelers,13
2021-05-06,Rajasthan,4-Wheelers,9
2021-05-06,Rajasthan,Bus,1
2021-05-06,Rajasthan,Others,0
2021-05-06,Sikkim,2-Wheelers,0
2021-05-06,Sikkim,3-Wheelers,9
2021-05-06,Sikkim,4-Wheelers,6
2021-05-06,Sikkim,Bus,0
2021-05-06,Sikkim,Others,3
2021-05-06,Tamil Nadu,2-Wheelers,49
2021-05-06,Tamil Nadu,3-Wheelers,0
2021-05-06,Tamil Nadu,4-Wheelers,24
2021-05-06,Tamil Nadu,Bus,2
2021-05-06,Tamil Nadu,Others,10
2021-05-06,Telangana,2-Wheelers,68
2021-05-06,Telangana,3-Wheelers,10
2021-05-06,Telangana,4-Wheelers,0
2021-05-06,Telangana,Bus,3
2021-05-06,Telangana,Others,6
2021-05-06,Tripura,2-Wheelers,39
2021-05-06,Tripura,3-Wheelers,23
2021-05-06,Tripura,4-Wheelers,13
2021-05-06,Tripura,Bus,0
2021-05-06,Tripura,Others,0
2021-05-06,Uttar Pradesh,2-Wheelers,73
2021-05-06,Uttar Pradesh,3-Wheelers,0
2021-05-06,Uttar Pradesh,4-Wheelers,17
2021-05-06,Uttar Pradesh,Bus,2
2021-05-06,Uttar Pradesh,Others,3
2021-05-06,Uttarakhand,2-Wheelers,0
2021-05-06,Uttarakhand,3-Wheelers,23
2021-05-06,Uttarakhand,4-Wheelers,12
2021-05-06,Uttarakhand,Bus,0
2021-05-06,Uttarakhand,Others,3
2021-05-06,West Bengal,2-Wheelers,69
2021-05-06,West Bengal,3-Wheelers,0
2021-05-06,West Bengal,4-Wheelers,13
2021-05-06,West Bengal,Bus,0
2021-05-06,West Bengal,Others,4
2021-05-07,Andhra Pradesh,2-Wheelers,48
2021-05-07,Andhra Pradesh,3-Wheelers,21
2021-05-07,Andhra Pradesh,4-Wheelers,0
2021-05-07,Andhra Pradesh,Bus,0
2021-05-07,Andhra Pradesh,Others,2
2021-05-07,Arunachal Pradesh,2-Wheelers,0
2021-05-07,Arunachal Pradesh,3-Wheelers,0
2021-05-07,Arunachal Pradesh,4-Wheelers,9
2021-05-07,Arunachal Pradesh,Bus,1
2021-05-07,Arunachal Pradesh,Others,0
2021-05-07,Assam,2-Wheelers,56
2021-05-07,Assam,3-Wheelers,0
2021-05-07,Assam,4-Wheelers,5
2021-05-07,Assam,Bus,1
2021-05-07,Assam,Others,5
2021-05-07,Bihar,2-Wheelers,0
2021-05-07,Bihar,3-Wheelers,16
2021-05-07,Bihar,4-Wheelers,7
2021-05-07,Bihar,Bus,2
2021-05-07,Bihar,Others,5
2021-05-07,Chandigarh,2-Wheelers,69
2021-05-07,Chandigarh,3-Wheelers,22
2021-05-07,Chandigarh,4-Wheelers,13
2021-05-07,Chandigarh,Bus,0
2021-05-07,Chandigarh,Others,3
2021-05-07,Chhattisgarh,2-Wheelers,43
2021-05-07,Chhattisgarh,3-Wheelers,15
2021-05-07,Chhattisgarh,4-Wheelers,0
2021-05-07,Chhattisgarh,Bus,1
2021-05-07,Chhattisgarh,Others,6
2021-05-07,Delhi,2-Wheelers,0
2021-05-07,Delhi,3-Wheelers,16
2021-05-07,Delhi,4-Wheelers,0
2021-05-07,Delhi,Bus,3
2021-05-07,Delhi,Others,0
2021-05-07,Goa,2-Wheelers,0
2021-05-07,Goa,3-Wheelers,12
2021-05-07,Goa,4-Wheelers,15
2021-05-07,Goa,Bus,2
2021-05-07,Goa,Others,0
2021-05-07,Gujarat,2-Wheelers,70
2021-05-07,Gujarat,3-Wheelers,0
2021-05-07,Gujarat,4-Wheelers,21
2021-05-07,Gujarat,Bus,0
2021-05-07,Gujarat,Others,10
2021-05-07,Haryana,2-Wheelers,0
2021-05-07,Haryana,3-Wheelers,11
2021-05-07,Haryana,4-Wheelers,13
2021-05-07,Haryana,Bus,0
2021-05-07,Haryana,Others,5
2021-05-07,Himachal Pradesh,2-Wheelers,27
2021-05-07,Himachal Pradesh,3-Wheelers,11
2021-05-07,Himachal Pradesh,4-Wheelers,5
2021-05-07,Himachal Pradesh,Bus,3
2021-05-07,Himachal Pradesh,Others,4
2021-05-07,Jharkhand,2-Wheelers,46
2021-05-07,Jharkhand,3-Wheelers,13
2021-05-07,Jharkhand,4-Wheelers,0
2021-05-07,Jharkhand,Bus,0
2021-05-07,Jharkhand,Others,5
2021-05-07,Karnataka,2-Wheelers,0
2021-05-07,Karnataka,3-Wheelers,29
2021-05-07,Karnataka,4-Wheelers,19
2021-05-07,Karnataka,Bus,4
2021-05-07,Karnataka,Others,4
2021-05-07,Kerala,2-Wheelers,41
2021-05-07,Kerala,3-Wheelers,21
2021-05-07,Kerala,4-Wheelers,9
2021-05-07,Kerala,Bus,0
2021-05-07,Kerala,Others,3
2021-05-07,Madhya Pradesh,2-Wheelers,0
2021-05-07,Madhya Pradesh,3-Wheelers,11
2021-05-07,Madhya Pradesh,4-Wheelers,7
2021-05-07,Madhya Pradesh,Bus,0
2021-05-07,Madhya Pradesh,Others,4
2021-05-07,Maharashtra,2-Wheelers,125
2021-05-07,Maharashtra,3-Wheelers,16
2021-05-07,Maharashtra,4-Wheelers,17
2021-05-07,Maharashtra,Bus,5
2021-05-07,Maharashtra,Others,6
2021-05-07,Manipur,2-Wheelers,30
2021-05-07,Manipur,3-Wheelers,16
2021-05-07,Manipur,4-Wheelers,9
2021-05-07,Manipur,Bus,2
2021-05-07,Manipur,Others,6
2021-05-07,Meghalaya,2-Wheelers,50
2021-05-07,Meghalaya,3-Wheelers,20
2021-05-07,Meghalaya,4-Wheelers,8
2021-05-07,Meghalaya,Bus,1
2021-05-07,Meghalaya,Others,5
2021-05-07,Mizoram,2-Wheelers,65
2021-05-07,Mizoram,3-Wheelers,11
2021-05-07,Mizoram,4-Wheelers,0
2021-05-07,Mizoram,Bus,0
2021-05-07,Mizoram,Others,6
2021-05-07,Nagaland,2-Wheelers,56
2021-05-07,Nagaland,3-Wheelers,17
2021-05-07,Nagaland,4-Wheelers,0
2021-05-07,Nagaland,Bus,1
2021-05-07,Nagaland,Others,7
2021-05-07,Odisha,2-Wheelers,29
2021-05-07,Odisha,3-Wheelers,0
2021-05-07,Odisha,4-Wheelers,8
2021-05-07,Odisha,Bus,2
2021-05-07,Odisha,Others,6
2021-05-07,Puducherry,2-Wheelers,38
2021-05-07,Puducherry,3-Wheelers,21
2021-05-07,Puducherry,4-Wheelers,10
2021-05-07,Puducherry,Bus,2
2021-05-07,Puducherry,Others,7
2021-05-07,Punjab,2-Wheelers,0
2021-05-07,Punjab,3-Wheelers,21
2021-05-07,Punjab,4-Wheelers,14
2021-05-07,Punjab,Bus,2
2021-05-07,Punjab,Others,4
2021-05-07,Rajasthan,2-Wheelers,68
2021-05-07,Rajasthan,3-Wheelers,14
2021-05-07,Rajasthan,4-Wheelers,0
2021-05-07,Rajasthan,Bus,0
2021-05-07,Rajasthan,Others,5
2021-05-07,Sikkim,2-Wheelers,29
2021-05-07,Sikkim,3-Wheelers,14
2021-05-07,Sikkim,4-Wheelers,0
2021-05-07,Sikkim,Bus,1
2021-05-07,Sikkim,Others,6
2021-05-07,Tamil Nadu,2-Wheelers,49
2021-05-07,Tamil Nadu,3-Wheelers,0
2021-05-07,Tamil Nadu,4-Wheelers,0
2021-05-07,Tamil Nadu,Bus,2
2021-05-07,Tamil Nadu,Others,11
2021-05-07,Telangana,2-Wheelers,32
2021-05-07,Telangana,3-Wheelers,15
2021-05-07,Telangana,4-Wheelers,0
2021-05-07,Telangana,Bus,1
2021-05-07,Telangana,Others,0
2021-05-07,Tripura,2-Wheelers,38
2021-05-07,Tripura,3-Wheelers,9
2021-05-07,Tripura,4-Wheelers,11
2021-05-07,Tripura,Bus,2
2021-05-07,Tripura,Others,0
2021-05-07,Uttar Pradesh,2-Wheelers,91
2021-05-07,Uttar Pradesh,3-Wheelers,10
2021-05-07,Uttar Pradesh,4-Wheelers,17
2021-05-07,Uttar Pradesh,Bus,1
2021-05-07,Uttar Pradesh,Others,0
2021-05-07,Uttarakhand,2-Wheelers,28
2021-05-07,Uttarakhand,3-Wheelers,21
2021-05-07,Uttarakhand,4-Wheelers,6
2021-05-07,Uttarakhand,Bus,0
2021-05-07,Uttarakhand,Others,0
2021-05-07,West Bengal,2-Wheelers,0
2021-05-07,West Bengal,3-Wheelers,0
2021-05-07,West Bengal,4-Wheelers,7
2021-05-07,West Bengal,Bus,1
2021-05-07,West Bengal,Others,3
2021-05-08,Andhra Pradesh,2-Wheelers,0
2021-05-08,Andhra Pradesh,3-Wheelers,0
2021-05-08,Andhra Pradesh,4-Wheelers,0
2021-05-08,Andhra Pradesh,Bus,0
2021-05-08,Andhra Pradesh,Others,0
2021-05-08,Arunachal Pradesh,2-Wheelers,28
2021-05-08,Arunachal Pradesh,3-Wheelers,15
2021-05-08,Arunachal Pradesh,4-Wheelers,11
2021-05-08,Arunachal Pradesh,Bus,0
2021-05-08,Arunachal Pradesh,Others,0
2021-05-08,Assam,2-Wheelers,51
2021-05-08,Assam,3-Wheelers,21
2021-05-08,Assam,4-Wheelers,8
2021-05-08,Assam,Bus,0
2021-05-08,Assam,Others,3
2021-05-08,Bihar,2-Wheelers,56
2021-05-08,Bihar,3-Wheelers,0
2021-05-08,Bihar,4-Wheelers,10
2021-05-08,Bihar,Bus,2
2021-05-08,Bihar,Others,2
2021-05-08,Chandigarh,2-Wheelers,34
2021-05-08,Chandigarh,3-Wheelers,14
2021-05-08,Chandigarh,4-Wheelers,8
2021-05-08,Chandigarh,Bus,0
2021-05-08,Chandigarh,Others,4
2021-05-08,Chhattisgarh,2-Wheelers,0
2021-05-08,Chhattisgarh,3-Wheelers,9
2021-05-08,Chhattisgarh,4-Wheelers,0
2021-05-08,Chhattisgarh,Bus,2
2021-05-08,Chhattisgarh,Others,0
2021-05-08,Delhi,2-Wheelers,72
2021-05-08,Delhi,3-Wheelers,23
2021-05-08,Delhi,4-Wheelers,9
2021-05-08,Delhi,Bus,0
2021-05-08,Delhi,Others,0
2021-05-08,Goa,2-Wheelers,31
2021-05-08,Goa,3-Wheelers,0
2021-05-08,Goa,4-Wheelers,0
2021-05-08,Goa,Bus,2
2021-05-08,Goa,Others,0
2021-05-08,Gujarat,2-Wheelers,0
2021-05-08,Gujarat,3-Wheelers,0
2021-05-08,Gujarat,4-Wheelers,21
2021-05-08,Gujarat,Bus,1
2021-05-08,Gujarat,Others,8
2021-05-08,Haryana,2-Wheelers,0
2021-05-08,Haryana,3-Wheelers,15
2021-05-08,Haryana,4-Wheelers,0
2021-05-08,Haryana,Bus,0
2021-05-08,Haryana,Others,5
2021-05-08,Himachal Pradesh,2-Wheelers,0
2021-05-08,Himachal Pradesh,3-Wheelers,18
2021-05-08,Himachal Pradesh,4-Wheelers,12
2021-05-08,Himachal Pradesh,Bus,0
2021-05-08,Himachal Pradesh,Others,4
2021-05-08,Jharkhand,2-Wheelers,0
2021-05-08,Jharkhand,3-Wheelers,10
2021-05-08,Jharkhand,4-Wheelers,0
2021-05-08,Jharkhand,Bus,0
2021-05-08,Jharkhand,Others,6
2021-05-08,Karnataka,2-Wheelers,0
2021-05-08,Karnataka,3-Wheelers,0
2021-05-08,Karnataka,4-Wheelers,0
2021-05-08,Karnataka,Bus,0
2021-05-08,Karnataka,Others,0
2021-05-08,Kerala,2-Wheelers,52
2021-05-08,Kerala,3-Wheelers,15
2021-05-08,Kerala,4-Wheelers,5
2021-05-08,Kerala,Bus,2
2021-05-08,Kerala,Others,6
2021-05-08,Madhya Pradesh,2-Wheelers,0
2021-05-08,Madhya Pradesh,3-Wheelers,21
2021-05-08,Madhya Pradesh,4-Wheelers,10
2021-05-08,Madhya Pradesh,Bus,1
2021-05-08,Madhya Pradesh,Others,7
2021-05-08,Maharashtra,2-Wheelers,147
2021-05-08,Maharashtra,3-Wheelers,28
2021-05-08,Maharashtra,4-Wheelers,28
2021-05-08,Maharashtra,Bus,0
2021-05-08,Maharashtra,Others,0
2021-05-08,Manipur,2-Wheelers,77
2021-05-08,Manipur,3-Wheelers,0
2021-05-08,Manipur,4-Wheelers,0
2021-05-08,Manipur,Bus,0
2021-05-08,Manipur,Others,0
2021-05-08,Meghalaya,2-Wheelers,73
2021-05-08,Meghalaya,3-Wheelers,18
2021-05-08,Meghalaya,4-Wheelers,5
2021-05-08,Meghalaya,Bus,0
2021-05-08,Meghalaya,Others,7
2021-05-08,Mizoram,2-Wheelers,65
2021-05-08,Mizoram,3-Wheelers,19
2021-05-08,Mizoram,4-Wheelers,13
2021-05-08,Mizoram,Bus,2
2021-05-08,Mizoram,Others,0
2021-05-08,Nagaland,2-Wheelers,77
2021-05-08,Nagaland,3-Wheelers,0
2021-05-08,Nagaland,4-Wheelers,6
2021-05-08,Nagaland,Bus,2
2021-05-08,Nagaland,Others,4
2021-05-08,Odisha,2-Wheelers,0
2021-05-08,Odisha,3-Wheelers,22
2021-05-08,Odisha,4-Wheelers,7
2021-05-08,Odisha,Bus,2
2021-05-08,Odisha,Others,0
2021-05-08,Puducherry,2-Wheelers,44
2021-05-08,Puducherry,3-Wheelers,11
2021-05-08,Puducherry,4-Wheelers,0
2021-05-08,Puducherry,Bus,2
2021-05-08,Puducherry,Others,5
2021-05-08,Punjab,2-Wheelers,58
2021-05-08,Punjab,3-Wheelers,19
2021-05-08,Punjab,4-Wheelers,6
2021-05-08,Punjab,Bus,0
2021-05-08,Punjab,Others,3
2021-05-08,Rajasthan,2-Wheelers,67
2021-05-08,Rajasthan,3-Wheelers,17
2021-05-08,Rajasthan,4-Wheelers,0
2021-05-08,Rajasthan,Bus,0
2021-05-08,Rajasthan,Others,6
2021-05-08,Sikkim,2-Wheelers,0
2021-05-08,Sikkim,3-Wheelers,13
